DATE,CODE,SEC_NAME,EXE_MODE,EXE_PRICE,涨跌额,涨跌幅,成交量,成交额(万),持仓量,行权价,EXE_ENDDATE,持仓量,日增,昨收,今开
2018/12/18,10001584,50ETF购3月2500,认购,0.0753,-0.0098,-11.52%,1862,1447692,4009,2.500,2019/3/27 0:00,15,0.0851,0.0821
2018/12/18,10001434,50ETF沽3月2745A,认沽,0.3273,0.0023,0.71%,224,736083,4387,2.745,2019/3/27 0:00,49,0.3250,0.3051
2018/12/18,10001425,50ETF购3月2745A,认购,0.0183,-0.0027,-12.86%,1615,310123,15288,2.745,2019/3/27 0:00,415,0.0210,0.0193
2018/12/18,10001438,50ETF沽3月2254A,认沽,0.0349,0.0067,23.76%,555,185452,7382,2.254,2019/3/27 0:00,17,0.0282,0.0305
2018/12/18,10001433,50ETF沽3月2696A,认沽,0.2878,0.0118,4.28%,161,460744,1937,2.696,2019/3/27 0:00,72,0.2760,0.2610
2018/12/18,10001424,50ETF购3月2696A,认购,0.0251,-0.0032,-11.31%,337,89360,6137,2.696,2019/3/27 0:00,67,0.0283,0.0271
2018/12/18,10001435,50ETF购3月2303A,认购,0.1776,-0.0198,-10.03%,82,151814,942,2.303,2019/3/27 0:00,15,0.1974,0.1898
2018/12/18,10001418,50ETF购3月2401A,认购,0.1189,-0.0157,-11.66%,502,628221,4836,2.401,2019/3/27 0:00,-62,0.1346,0.1238
2018/12/18,10001437,50ETF购3月2254A,认购,0.2105,-0.0231,-9.89%,512,1159140,1843,2.254,2019/3/27 0:00,255,0.2336,0.2303
2018/12/19,10001323,50ETF沽12月2500A,认沽,0.1350,0.0260,23.85%,10736,12557588,22579,2.500,2018/12/26 0:00,-2696,0.1090,0.1077
2018/12/19,10001334,50ETF沽12月2892A,认沽,0.5226,0.0216,4.31%,911,4681841,6944,2.892,2018/12/26 0:00,-411,0.5010,0.5000
2018/12/19,10001316,50ETF购12月2598A,认购,0.0010,-0.0002,-16.67%,5349,62199,42760,2.598,2018/12/26 0:00,-1582,0.0012,0.0012
2018/12/19,10001317,50ETF购12月2647A,认购,0.0007,-0.0003,-30.00%,7772,70798,42894,2.647,2018/12/26 0:00,-3294,0.0010,0.0009
2018/12/19,10001383,50ETF购12月2205A,认购,0.1645,-0.0271,-14.14%,1095,1982198,2497,2.205,2018/12/26 0:00,-70,0.1916,0.1905
2018/12/19,10001558,50ETF沽12月2550,认沽,0.1820,0.0230,14.47%,5056,8296686,6277,2.550,2018/12/26 0:00,-684,0.1590,0.1577
2018/12/19,10001320,50ETF购12月2794A,认购,0.0004,0.0000,0.00%,844,2570,35301,2.794,2018/12/26 0:00,-168,0.0004,0.0003
2018/12/19,10001359,50ETF购12月2352A,认购,0.0385,-0.0201,-34.30%,23398,12091668,25172,2.352,2018/12/26 0:00,4353,0.0586,0.0606
2018/12/19,10001370,50ETF沽12月2303A,认沽,0.0077,0.0034,79.07%,20682,1348074,45032,2.303,2018/12/26 0:00,-1460,0.0043,0.0043
2018/12/19,10001326,50ETF沽12月2647A,认沽,0.2798,0.0193,7.41%,2269,6132231,6982,2.647,2018/12/26 0:00,-464,0.2605,0.2505
2018/12/19,10001411,50ETF购12月2156A,认购,0.2125,-0.0280,-11.64%,2291,5483080,5846,2.156,2018/12/26 0:00,-285,0.2405,0.2406
2018/12/19,10001330,50ETF沽12月2843A,认沽,0.4742,0.0222,4.91%,663,3055657,2179,2.843,2018/12/26 0:00,-217,0.4520,0.4425
2018/12/19,10001550,50ETF购12月2600,认购,0.0010,-0.0002,-16.67%,5511,59287,28910,2.600,2018/12/26 0:00,-1659,0.0012,0.0011
2018/12/19,10001547,50ETF购12月2450,认购,0.0071,-0.0061,-46.21%,91195,9034658,130789,2.450,2018/12/26 0:00,-1497,0.0132,0.0140
2018/12/19,10001557,50ETF沽12月2500,认沽,0.1342,0.0252,23.12%,20202,23658542,26611,2.500,2018/12/26 0:00,-3077,0.1090,0.1057
2018/12/19,10001544,50ETF购12月2300,认购,0.0768,-0.0244,-24.11%,14206,12752366,8664,2.300,2018/12/26 0:00,1831,0.1012,0.1039
2018/12/19,10001332,50ETF沽12月2401A,认沽,0.0487,0.0144,41.98%,32380,12908026,39668,2.401,2018/12/26 0:00,-5357,0.0343,0.0332
2018/12/19,10001554,50ETF沽12月2350,认沽,0.0208,0.0072,52.94%,85840,14175809,81859,2.350,2018/12/26 0:00,-5314,0.0136,0.0119
2018/12/19,10001552,50ETF沽12月2250,认沽,0.0028,0.0013,86.67%,6506,132733,13130,2.250,2018/12/26 0:00,593,0.0015,0.0014
2018/12/19,10001560,50ETF沽12月2650,认沽,0.2828,0.0223,8.56%,1358,3590040,1918,2.650,2018/12/26 0:00,-108,0.2605,0.2534
2018/12/19,10001551,50ETF购12月2650,认购,0.0006,-0.0002,-25.00%,2430,18549,15627,2.650,2018/12/26 0:00,-1178,0.0008,0.0009
2018/12/19,10001545,50ETF购12月2350,认购,0.0395,-0.0213,-35.03%,72317,36065977,46848,2.350,2018/12/26 0:00,16775,0.0608,0.0633
2018/12/19,10001321,50ETF购12月2843A,认购,0.0003,0.0000,0.00%,1231,3536,37143,2.843,2018/12/26 0:00,11,0.0003,0.0003
2018/12/19,10001333,50ETF购12月2892A,认购,0.0002,0.0000,0.00%,2391,6831,63171,2.892,2018/12/26 0:00,-1115,0.0002,0.0002
2018/12/19,10001315,50ETF购12月2549A,认购,0.0015,-0.0006,-28.57%,13341,237830,57991,2.549,2018/12/26 0:00,-8071,0.0021,0.0022
2018/12/19,10001329,50ETF沽12月2794A,认沽,0.4247,0.0217,5.38%,487,2023955,2077,2.794,2018/12/26 0:00,-110,0.4030,0.3904
2018/12/19,10001318,50ETF购12月2696A,认购,0.0004,-0.0002,-33.33%,4221,29485,31807,2.696,2018/12/26 0:00,-932,0.0006,0.0006
2018/12/19,10001549,50ETF购12月2550,认购,0.0017,-0.0004,-19.05%,18048,334601,48755,2.550,2018/12/26 0:00,-7719,0.0021,0.0022
2018/12/19,10001546,50ETF购12月2400,认购,0.0179,-0.0123,-40.73%,165699,40306832,106723,2.400,2018/12/26 0:00,14713,0.0302,0.0317
2018/12/19,10001556,50ETF沽12月2450,认沽,0.0883,0.0211,31.40%,60710,44347106,44864,2.450,2018/12/26 0:00,-5807,0.0672,0.0642
2018/12/19,10001615,50ETF购12月2700,认购,0.0004,-0.0001,-20.00%,1891,10387,7372,2.700,2018/12/26 0:00,-698,0.0005,0.0004
2018/12/19,10001616,50ETF沽12月2700,认沽,0.3282,0.0192,6.21%,413,1298538,635,2.700,2018/12/26 0:00,81,0.3090,0.3018
2018/12/19,10001322,50ETF沽12月2450A,认沽,0.0883,0.0211,31.40%,25536,19172069,33847,2.450,2018/12/26 0:00,-5911,0.0672,0.0652
2018/12/19,10001559,50ETF沽12月2600,认沽,0.2326,0.0236,11.29%,1768,3872604,1757,2.600,2018/12/26 0:00,-281,0.2090,0.2053
2018/12/19,10001331,50ETF购12月2401A,认购,0.0169,-0.0128,-43.10%,33669,8225419,41860,2.401,2018/12/26 0:00,1418,0.0297,0.0294
2018/12/19,10001369,50ETF购12月2303A,认购,0.0746,-0.0245,-24.72%,7415,6515983,6463,2.303,2018/12/26 0:00,113,0.0991,0.0994
2018/12/19,10001314,50ETF购12月2500A,认购,0.0029,-0.0024,-45.28%,19622,824870,73719,2.500,2018/12/26 0:00,-3128,0.0053,0.0052
2018/12/19,10001325,50ETF沽12月2598A,认沽,0.2299,0.0229,11.06%,1929,4102431,5535,2.598,2018/12/26 0:00,-366,0.2070,0.2034
2018/12/19,10001624,50ETF沽12月2200,认沽,0.0013,0.0008,160.00%,1691,16850,2613,2.200,2018/12/26 0:00,684,0.0005,0.0005
2018/12/19,10001384,50ETF沽12月2205A,认沽,0.0011,0.0004,57.14%,3789,37816,29811,2.205,2018/12/26 0:00,-1356,0.0007,0.0011
2018/12/19,10001377,50ETF购12月2254A,认购,0.1168,-0.0282,-19.45%,2748,3643296,6614,2.254,2018/12/26 0:00,-61,0.1450,0.1450
2018/12/19,10001623,50ETF购12月2200,认购,0.1684,-0.0289,-14.65%,1386,2544103,965,2.200,2018/12/26 0:00,395,0.1973,0.1956
2018/12/19,10001319,50ETF购12月2745A,认购,0.0005,0.0001,25.00%,1476,7371,35976,2.745,2018/12/26 0:00,-488,0.0004,0.0004
2018/12/19,10001360,50ETF沽12月2352A,认沽,0.0216,0.0080,58.82%,31761,5585829,46609,2.352,2018/12/26 0:00,-8983,0.0136,0.0125
2018/12/19,10001555,50ETF沽12月2400,认沽,0.0475,0.0142,42.64%,111586,42321341,59095,2.400,2018/12/26 0:00,-1985,0.0333,0.0311
2018/12/19,10001327,50ETF沽12月2696A,认沽,0.3272,0.0222,7.28%,1863,5849370,3147,2.696,2018/12/26 0:00,-222,0.3050,0.2979
2018/12/19,10001378,50ETF沽12月2254A,认沽,0.0026,0.0011,73.33%,10205,229973,39736,2.254,2018/12/26 0:00,-1540,0.0015,0.0016
2018/12/19,10001324,50ETF沽12月2549A,认沽,0.1815,0.0235,14.87%,3359,5637386,10470,2.549,2018/12/26 0:00,-557,0.1580,0.1568
2018/12/19,10001328,50ETF沽12月2745A,认沽,0.3768,0.0228,6.44%,482,1779812,4120,2.745,2018/12/26 0:00,-54,0.3540,0.3454
2018/12/19,10001313,50ETF购12月2450A,认购,0.0070,-0.0062,-46.97%,38833,3964228,92537,2.450,2018/12/26 0:00,-4837,0.0132,0.0138
2018/12/19,10001543,50ETF购12月2250,认购,0.1203,-0.0272,-18.44%,3959,5349135,3830,2.250,2018/12/26 0:00,833,0.1475,0.1497
2018/12/19,10001553,50ETF沽12月2300,认沽,0.0072,0.0029,67.44%,31503,1864013,48075,2.300,2018/12/26 0:00,2451,0.0043,0.0041
2018/12/19,10001548,50ETF购12月2500,认购,0.0031,-0.0022,-41.51%,60652,2343287,117381,2.500,2018/12/26 0:00,-13689,0.0053,0.0052
2018/12/19,10001412,50ETF沽12月2156A,认沽,0.0005,0.0001,25.00%,4282,31520,58543,2.156,2018/12/26 0:00,-143,0.0004,0.0005
2018/12/19,10001625,50ETF购1月2200,认购,0.1888,-0.0243,-11.40%,2144,4304469,2091,2.200,2019/1/23 0:00,814,0.2131,0.2135
2018/12/19,10001541,50ETF沽1月2549A,认沽,0.1804,0.0221,13.96%,627,1064874,3267,2.549,2019/1/23 0:00,125,0.1583,0.1589
2018/12/19,10001562,50ETF购1月2300,认购,0.1102,-0.0201,-15.43%,3817,4621744,6860,2.300,2019/1/23 0:00,1589,0.1303,0.1287
2018/12/19,10001529,50ETF购1月2401A,认购,0.0537,-0.0140,-20.68%,4359,2703483,4854,2.401,2019/1/23 0:00,1124,0.0677,0.0677
2018/12/19,10001534,50ETF沽1月2205A,认沽,0.0091,0.0028,44.44%,7750,592055,15947,2.205,2019/1/23 0:00,754,0.0063,0.0063
2018/12/19,10001526,50ETF购1月2254A,认购,0.1433,-0.0226,-13.62%,813,1278708,693,2.254,2019/1/23 0:00,171,0.1659,0.1654
2018/12/19,10001542,50ETF沽1月2598A,认沽,0.2230,0.0160,7.73%,478,1024249,2524,2.598,2019/1/23 0:00,166,0.2070,0.1990
2018/12/19,10001533,50ETF购1月2598A,认购,0.0060,-0.0042,-41.18%,8028,597218,14040,2.598,2019/1/23 0:00,4774,0.0102,0.0100
2018/12/19,10001530,50ETF购1月2450A,认购,0.0362,-0.0103,-22.15%,4834,2099960,8658,2.450,2019/1/23 0:00,1144,0.0465,0.0469
2018/12/19,10001528,50ETF购1月2352A,认购,0.0780,-0.0170,-17.89%,3557,3151381,1868,2.352,2019/1/23 0:00,993,0.0950,0.0939
2018/12/19,10001535,50ETF沽1月2254A,认沽,0.0170,0.0050,41.67%,4509,635343,12982,2.254,2019/1/23 0:00,1040,0.0120,0.0121
2018/12/19,10001525,50ETF购1月2205A,认购,0.1846,-0.0242,-11.59%,659,1311271,902,2.205,2019/1/23 0:00,156,0.2088,0.2088
2018/12/19,10001532,50ETF购1月2549A,认购,0.0126,-0.0054,-30.00%,2356,371697,7887,2.549,2019/1/23 0:00,-187,0.0180,0.0178
2018/12/19,10001536,50ETF沽1月2303A,认沽,0.0305,0.0083,37.39%,3072,790413,7313,2.303,2019/1/23 0:00,459,0.0222,0.0225
2018/12/19,10001561,50ETF购1月2250,认购,0.1476,-0.0212,-12.56%,1963,3133757,5575,2.250,2019/1/23 0:00,710,0.1688,0.1701
2018/12/19,10001567,50ETF购1月2550,认购,0.0115,-0.0061,-34.66%,16585,2374467,28550,2.550,2019/1/23 0:00,6256,0.0176,0.0175
2018/12/19,10001570,50ETF沽1月2250,认沽,0.0157,0.0047,42.73%,15459,1965905,38210,2.250,2019/1/23 0:00,4884,0.0110,0.0110
2018/12/19,10001626,50ETF沽1月2200,认沽,0.0087,0.0024,38.10%,8544,600082,11399,2.200,2019/1/23 0:00,2466,0.0063,0.0060
2018/12/19,10001569,50ETF购1月2650,认购,0.0036,-0.0013,-26.53%,17444,733947,23246,2.650,2019/1/23 0:00,-10466,0.0049,0.0056
2018/12/19,10001617,50ETF购1月2700,认购,0.0020,-0.0010,-33.33%,7321,179421,18241,2.700,2019/1/23 0:00,-386,0.0030,0.0032
2018/12/19,10001618,50ETF沽1月2700,认沽,0.3208,0.0118,3.82%,702,2141310,2226,2.700,2019/1/23 0:00,55,0.3090,0.2957
2018/12/19,10001575,50ETF沽1月2500,认沽,0.1401,0.0194,16.07%,9786,12346289,12836,2.500,2019/1/23 0:00,2674,0.1207,0.1222
2018/12/19,10001576,50ETF沽1月2550,认沽,0.1809,0.0219,13.77%,2466,4051707,4439,2.550,2019/1/23 0:00,477,0.1590,0.1597
2018/12/19,10001563,50ETF购1月2350,认购,0.0795,-0.0167,-17.36%,11332,9990292,12801,2.350,2019/1/23 0:00,3491,0.0962,0.0991
2018/12/19,10001577,50ETF沽1月2600,认沽,0.2250,0.0160,7.66%,926,1933857,2794,2.600,2019/1/23 0:00,95,0.2090,0.2007
2018/12/19,10001573,50ETF沽1月2400,认沽,0.0741,0.0139,23.09%,33804,21800477,28695,2.400,2019/1/23 0:00,6384,0.0602,0.0599
2018/12/19,10001578,50ETF沽1月2650,认沽,0.2717,0.0112,4.30%,973,2507682,2607,2.650,2019/1/23 0:00,-31,0.2605,0.2458
2018/12/19,10001564,50ETF购1月2400,认购,0.0552,-0.0138,-20.00%,43724,27424944,36807,2.400,2019/1/23 0:00,16247,0.0690,0.0690
2018/12/19,10001572,50ETF沽1月2350,认沽,0.0484,0.0107,28.38%,19864,8322482,31019,2.350,2019/1/23 0:00,3320,0.0377,0.0376
2018/12/19,10001568,50ETF购1月2600,认购,0.0061,-0.0032,-34.41%,13055,993145,29743,2.600,2019/1/23 0:00,5789,0.0093,0.0095
2018/12/19,10001566,50ETF购1月2500,认购,0.0220,-0.0081,-26.91%,21951,5722962,41179,2.500,2019/1/23 0:00,10739,0.0301,0.0300
2018/12/19,10001565,50ETF购1月2450,认购,0.0360,-0.0105,-22.58%,32382,13623910,50964,2.450,2019/1/23 0:00,12288,0.0465,0.0465
2018/12/19,10001574,50ETF沽1月2450,认沽,0.1051,0.0176,20.11%,21220,19631412,31315,2.450,2019/1/23 0:00,5376,0.0875,0.0867
2018/12/19,10001571,50ETF沽1月2300,认沽,0.0295,0.0076,34.70%,18101,4455829,36116,2.300,2019/1/23 0:00,3267,0.0219,0.0208
2018/12/19,10001527,50ETF购1月2303A,认购,0.1085,-0.0191,-14.97%,1625,1997264,1615,2.303,2019/1/23 0:00,445,0.1276,0.1277
2018/12/19,10001540,50ETF沽1月2500A,认沽,0.1407,0.0200,16.57%,2593,3326449,3984,2.500,2019/1/23 0:00,689,0.1207,0.1222
2018/12/19,10001539,50ETF沽1月2450A,认沽,0.1046,0.0171,19.54%,4428,4149070,5592,2.450,2019/1/23 0:00,703,0.0875,0.0873
2018/12/19,10001531,50ETF购1月2500A,认购,0.0217,-0.0084,-27.91%,3692,999182,6833,2.500,2019/1/23 0:00,1268,0.0301,0.0293
2018/12/19,10001538,50ETF沽1月2401A,认沽,0.0745,0.0143,23.75%,3686,2468762,3849,2.401,2019/1/23 0:00,304,0.0602,0.0602
2018/12/19,10001537,50ETF沽1月2352A,认沽,0.0493,0.0110,28.72%,4090,1822404,7132,2.352,2019/1/23 0:00,-36,0.0383,0.0380
2018/12/19,10001431,50ETF沽3月2598A,认沽,0.2294,0.0189,8.98%,144,324016,1340,2.598,2019/3/27 0:00,38,0.2105,0.2071
2018/12/19,10001429,50ETF沽3月2500A,认沽,0.1601,0.0168,11.72%,361,566896,2721,2.500,2019/3/27 0:00,168,0.1433,0.1422
2018/12/19,10001596,50ETF沽3月2650,认沽,0.2704,0.0099,3.80%,123,320176,557,2.650,2019/3/27 0:00,12,0.2605,0.2483
2018/12/19,10001592,50ETF沽3月2450,认沽,0.1270,0.0133,11.70%,738,880905,4167,2.450,2019/3/27 0:00,320,0.1137,0.1114
2018/12/19,10001421,50ETF购3月2549A,认购,0.0505,-0.0083,-14.12%,377,209146,7589,2.549,2019/3/27 0:00,-13,0.0588,0.0590
2018/12/19,10001442,50ETF沽3月2156A,认沽,0.0178,0.0027,17.88%,3218,545515,25188,2.156,2019/3/27 0:00,1787,0.0151,0.0152
2018/12/19,10001590,50ETF沽3月2350,认沽,0.0769,0.0106,15.99%,1615,1128831,4038,2.350,2019/3/27 0:00,653,0.0663,0.0654
2018/12/19,10001435,50ETF购3月2303A,认购,0.1600,-0.0155,-8.83%,182,313048,1005,2.303,2019/3/27 0:00,63,0.1755,0.1797
2018/12/19,10001419,50ETF购3月2450A,认购,0.0835,-0.0117,-12.29%,1026,943708,8680,2.450,2019/3/27 0:00,423,0.0952,0.0964
2018/12/19,10001432,50ETF沽3月2647A,认沽,0.2690,0.0085,3.26%,141,370372,2346,2.647,2019/3/27 0:00,32,0.2605,0.2446
2018/12/19,10001427,50ETF沽3月2401A,认沽,0.1004,0.0117,13.19%,643,623497,4386,2.401,2019/3/27 0:00,-153,0.0887,0.0872
2018/12/19,10001438,50ETF沽3月2254A,认沽,0.0412,0.0063,18.05%,925,364037,7217,2.254,2019/3/27 0:00,-165,0.0349,0.0344
2018/12/19,10001594,50ETF沽3月2550,认沽,0.1931,0.0176,10.03%,153,288530,735,2.550,2019/3/27 0:00,43,0.1755,0.1718
2018/12/19,10001424,50ETF购3月2696A,认购,0.0220,-0.0031,-12.35%,625,145272,6135,2.696,2019/3/27 0:00,-2,0.0251,0.0254
2018/12/19,10001586,50ETF购3月2600,认购,0.0380,-0.0060,-13.64%,1357,570021,3328,2.600,2019/3/27 0:00,449,0.0440,0.0446
2018/12/19,10001441,50ETF购3月2156A,认购,0.2653,-0.0231,-8.01%,323,911539,6336,2.156,2019/3/27 0:00,-116,0.2884,0.2913
2018/12/19,10001423,50ETF购3月2647A,认购,0.0291,-0.0048,-14.16%,1008,318556,6696,2.647,2019/3/27 0:00,346,0.0339,0.0342
2018/12/19,10001434,50ETF沽3月2745A,认沽,0.3535,-0.0005,-0.14%,234,816284,4428,2.745,2019/3/27 0:00,41,0.3540,0.3266
2018/12/19,10001620,50ETF沽3月2700,认沽,0.3134,0.0044,1.42%,60,180557,1366,2.700,2019/3/27 0:00,30,0.3090,0.2890
2018/12/19,10001582,50ETF购3月2400,认购,0.1065,-0.0135,-11.25%,1543,1715394,2383,2.400,2019/3/27 0:00,785,0.1200,0.1208
2018/12/19,10001417,50ETF购3月2352A,认购,0.1301,-0.0148,-10.21%,404,574827,2687,2.352,2019/3/27 0:00,222,0.1449,0.1492
2018/12/19,10001627,50ETF购3月2200,认购,0.2304,-0.0212,-8.43%,184,433827,254,2.200,2019/3/27 0:00,82,0.2516,0.2563
2018/12/19,10001628,50ETF沽3月2200,认沽,0.0269,0.0046,20.63%,1251,299992,6136,2.200,2019/3/27 0:00,229,0.0223,0.0223
2018/12/19,10001619,50ETF购3月2700,认购,0.0207,-0.0036,-14.81%,952,221237,5000,2.700,2019/3/27 0:00,328,0.0243,0.0243
2018/12/19,10001420,50ETF购3月2500A,认购,0.0663,-0.0089,-11.84%,619,438386,6687,2.500,2019/3/27 0:00,185,0.0752,0.0758
2018/12/19,10001470,50ETF沽3月2794A,认沽,0.3964,-0.0066,-1.64%,382,1496522,4338,2.794,2019/3/27 0:00,69,0.4030,0.3698
2018/12/19,10001436,50ETF沽3月2303A,认沽,0.0576,0.0086,17.55%,532,294592,2963,2.303,2019/3/27 0:00,-201,0.0490,0.0486
2018/12/19,10001584,50ETF购3月2500,认购,0.0651,-0.0101,-13.43%,887,621337,4229,2.500,2019/3/27 0:00,220,0.0752,0.0760
2018/12/19,10001585,50ETF购3月2550,认购,0.0502,-0.0080,-13.75%,445,240332,1844,2.550,2019/3/27 0:00,134,0.0582,0.0589
2018/12/19,10001428,50ETF沽3月2450A,认沽,0.1272,0.0135,11.87%,432,538728,2946,2.450,2019/3/27 0:00,-164,0.1137,0.1117
2018/12/19,10001587,50ETF购3月2650,认购,0.0285,-0.0047,-14.16%,633,195798,2906,2.650,2019/3/27 0:00,285,0.0332,0.0336
2018/12/19,10001437,50ETF购3月2254A,认购,0.1914,-0.0190,-9.03%,400,850397,1709,2.254,2019/3/27 0:00,-134,0.2104,0.2151
2018/12/19,10001595,50ETF沽3月2600,认沽,0.2315,0.0196,9.25%,613,1323310,1425,2.600,2019/3/27 0:00,262,0.2119,0.2094
2018/12/19,10001469,50ETF购3月2794A,认购,0.0111,-0.0019,-14.62%,1495,189943,20961,2.794,2019/3/27 0:00,289,0.0130,0.0136
2018/12/19,10001433,50ETF沽3月2696A,认沽,0.3101,0.0051,1.67%,90,275138,1983,2.696,2019/3/27 0:00,46,0.3050,0.2839
2018/12/19,10001580,50ETF购3月2300,认购,0.1618,-0.0164,-9.20%,282,491260,486,2.300,2019/3/27 0:00,122,0.1782,0.1818
2018/12/19,10001440,50ETF沽3月2205A,认沽,0.0275,0.0043,18.53%,2151,562116,18179,2.205,2019/3/27 0:00,1149,0.0232,0.0231
2018/12/19,10001426,50ETF沽3月2352A,认沽,0.0768,0.0095,14.12%,927,698505,5757,2.352,2019/3/27 0:00,-370,0.0673,0.0661
2018/12/19,10001588,50ETF沽3月2250,认沽,0.0403,0.0070,21.02%,893,318016,6029,2.250,2019/3/27 0:00,487,0.0333,0.0334
2018/12/19,10001581,50ETF购3月2350,认购,0.1310,-0.0158,-10.76%,639,894712,597,2.350,2019/3/27 0:00,274,0.1468,0.1492
2018/12/19,10001593,50ETF沽3月2500,认沽,0.1590,0.0157,10.96%,975,1400851,2400,2.500,2019/3/27 0:00,95,0.1433,0.1432
2018/12/19,10001422,50ETF购3月2598A,认购,0.0387,-0.0062,-13.81%,690,282378,5571,2.598,2019/3/27 0:00,96,0.0449,0.0453
2018/12/19,10001591,50ETF沽3月2400,认沽,0.0998,0.0111,12.51%,1503,1406263,3885,2.400,2019/3/27 0:00,557,0.0887,0.0867
2018/12/19,10001583,50ETF购3月2450,认购,0.0833,-0.0119,-12.50%,1222,1107813,3190,2.450,2019/3/27 0:00,453,0.0952,0.0964
2018/12/19,10001418,50ETF购3月2401A,认购,0.1056,-0.0131,-11.04%,405,457416,4830,2.401,2019/3/27 0:00,-6,0.1187,0.1197
2018/12/19,10001439,50ETF购3月2205A,认购,0.2270,-0.0206,-8.32%,282,691132,1938,2.205,2019/3/27 0:00,146,0.2476,0.2489
2018/12/20,10001325,50ETF沽12月2598A,认沽,0.2646,0.0316,13.56%,2784,7458560,4953,2.598,2018/12/26 0:00,-582,0.2330,0.2296
2018/12/20,10001315,50ETF购12月2549A,认购,0.0013,-0.0002,-13.33%,15608,226613,52862,2.549,2018/12/26 0:00,-5129,0.0015,0.0015
2018/12/20,10001314,50ETF购12月2500A,认购,0.0022,-0.0009,-29.03%,20505,477937,67219,2.500,2018/12/26 0:00,-6500,0.0031,0.0029
2018/12/20,10001331,50ETF购12月2401A,认购,0.0082,-0.0087,-51.48%,35310,3931486,44014,2.401,2018/12/26 0:00,2154,0.0169,0.0162
2018/12/20,10001558,50ETF沽12月2550,认沽,0.2177,0.0327,17.68%,4073,8680209,5510,2.550,2018/12/26 0:00,-767,0.1850,0.1820
2018/12/20,10001377,50ETF购12月2254A,认购,0.0860,-0.0312,-26.62%,7927,7211366,6660,2.254,2018/12/26 0:00,46,0.1172,0.1174
2018/12/20,10001328,50ETF沽12月2745A,认沽,0.4118,0.0318,8.37%,1467,6068042,3766,2.745,2018/12/26 0:00,-354,0.3800,0.3761
2018/12/20,10001317,50ETF购12月2647A,认购,0.0006,-0.0001,-14.29%,5980,46692,39748,2.647,2018/12/26 0:00,-3146,0.0007,0.0007
2018/12/20,10001548,50ETF购12月2500,认购,0.0022,-0.0009,-29.03%,49191,1119098,101844,2.500,2018/12/26 0:00,-15537,0.0031,0.0028
2018/12/20,10001550,50ETF购12月2600,认购,0.0010,0.0000,0.00%,7067,64294,25583,2.600,2018/12/26 0:00,-3327,0.0010,0.0009
2018/12/20,10001559,50ETF沽12月2600,认沽,0.2652,0.0302,12.85%,3024,7954381,1492,2.600,2018/12/26 0:00,-265,0.2350,0.2291
2018/12/20,10001316,50ETF购12月2598A,认购,0.0010,0.0000,0.00%,7919,84791,39491,2.598,2018/12/26 0:00,-3269,0.0010,0.0010
2018/12/20,10001378,50ETF沽12月2254A,认沽,0.0052,0.0026,100.00%,37150,2380325,37551,2.254,2018/12/26 0:00,-2185,0.0026,0.0024
2018/12/20,10001544,50ETF购12月2300,认购,0.0499,-0.0269,-35.03%,68470,35692298,23872,2.300,2018/12/26 0:00,15208,0.0768,0.0735
2018/12/20,10001330,50ETF沽12月2843A,认沽,0.5097,0.0317,6.63%,1072,5508689,1933,2.843,2018/12/26 0:00,-246,0.4780,0.4737
2018/12/20,10001320,50ETF购12月2794A,认购,0.0003,0.0000,0.00%,1885,7049,35003,2.794,2018/12/26 0:00,-298,0.0003,0.0003
2018/12/20,10001553,50ETF沽12月2300,认沽,0.0144,0.0072,100.00%,132148,20720843,54364,2.300,2018/12/26 0:00,6289,0.0072,0.0077
2018/12/20,10001546,50ETF购12月2400,认购,0.0094,-0.0085,-47.49%,155709,17728822,123712,2.400,2018/12/26 0:00,16989,0.0179,0.0165
2018/12/20,10001370,50ETF沽12月2303A,认沽,0.0151,0.0074,96.10%,64110,10608804,38473,2.303,2018/12/26 0:00,-6559,0.0077,0.0077
2018/12/20,10001323,50ETF沽12月2500A,认沽,0.1672,0.0322,23.85%,9470,15881753,19940,2.500,2018/12/26 0:00,-2639,0.1350,0.1350
2018/12/20,10001369,50ETF购12月2303A,认购,0.0468,-0.0278,-37.27%,21243,11032983,8583,2.303,2018/12/26 0:00,2120,0.0746,0.0751
2018/12/20,10001360,50ETF沽12月2352A,认沽,0.0372,0.0156,72.22%,65094,24461637,39536,2.352,2018/12/26 0:00,-7073,0.0216,0.0230
2018/12/20,10001333,50ETF购12月2892A,认购,0.0002,0.0000,0.00%,3741,12020,60685,2.892,2018/12/26 0:00,-2486,0.0002,0.0002
2018/12/20,10001319,50ETF购12月2745A,认购,0.0003,-0.0001,-25.00%,3817,18022,35487,2.745,2018/12/26 0:00,-489,0.0004,0.0005
2018/12/20,10001326,50ETF沽12月2647A,认沽,0.3157,0.0337,11.95%,2581,8130619,5918,2.647,2018/12/26 0:00,-1064,0.2820,0.2741
2018/12/20,10001359,50ETF购12月2352A,认购,0.0206,-0.0179,-46.49%,41648,10548583,29004,2.352,2018/12/26 0:00,3832,0.0385,0.0379
2018/12/20,10001547,50ETF购12月2450,认购,0.0041,-0.0030,-42.25%,91556,4345091,132277,2.450,2018/12/26 0:00,1488,0.0071,0.0057
2018/12/20,10001329,50ETF沽12月2794A,认沽,0.4607,0.0317,7.39%,1209,5608115,1697,2.794,2018/12/26 0:00,-380,0.4290,0.4247
